B8,B11,B12,B2,B3,B4,B5,EVI,GNDVI,NDRE,NDVI,SAVI,MSAVI,NDMI,inferred_stage,health_status
2551.75,3677.375,2241.4583333333335,599.5,865.8333333333334,1105.8333333333333,1582.75,0.8318016627599588,0.49099409624999996,0.23262586124999998,0.39673235041666666,0.5950162567403682,0.5568152687916571,-0.17773238637119268,uncertain_vegetative,0
3183.9166666666665,3299.5,1857.4166666666667,547.5,872.8333333333334,1006.125,1594.9166666666667,1.2241405311856792,0.5698978558333333,0.33712647416666663,0.5320602379166667,0.7979921360454868,0.6778755927916791,-0.010660974344393346,vegetative,0
2862.25,4242.5,2629.625,583.1666666666666,871.9166666666666,1145.875,1682.2916666666667,0.8884897179377402,0.5310689525,0.259743425,0.4324171625,0.6485429426234982,0.5890269544993506,-0.19071645001999937,maturation,1
2824.0,4151.666666666667,2577.0,618.4166666666666,894.6666666666666,1208.2083333333333,1696.1666666666667,0.8161825397398393,0.51780724875,0.2504537525,0.40548096,0.6081440323925539,0.5646418528946242,-0.18807554457937958,maturation,1
2754.6666666666665,3795.75,2277.3333333333335,508.75,768.7916666666666,958.0833333333334,1459.2083333333333,1.0349732876434212,0.55969725625,0.30489312458333334,0.48399564833333336,0.7258947999667287,0.63887610005933,-0.15564045622292594,uncertain_vegetative,0
3259.5833333333335,4200.833333333333,2735.6666666666665,733.625,1076.7916666666667,1460.5416666666667,2013.875,0.771085329819548,0.5025888374999999,0.23886167125,0.3872392979166666,0.5807959335360346,0.5457803169481016,-0.11932058264885169,uncertain_vegetative,0
2580.1666666666665,3124.2083333333335,1788.4583333333333,409.7916666666667,670.0416666666666,770.0416666666666,1417.8333333333333,1.1599647554347763,0.5840276608333334,0.2862579229166667,0.5383701270833333,0.8074331683892085,0.6916825180468322,-0.09555709624086466,vegetative,0
2831.25,2924.2083333333335,1701.75,548.2916666666666,828.6666666666666,927.3333333333334,1368.75,0.5127100585369632,0.5567347254166667,0.35085615833333333,0.5134449083333333,0.7700621774926644,0.6728373530125396,-0.015884442517356444,vegetative,0
2815.1666666666665,2828.1666666666665,1520.2916666666667,478.7916666666667,759.375,809.9583333333334,1353.6666666666667,1.2977471680822965,0.57287100125,0.3480671979166667,0.5515808633333333,0.8272565951290846,0.7037151140371899,-0.0010361609913320975,vegetative,0
2770.8333333333335,2889.5416666666665,1583.9166666666667,434.7916666666667,708.625,752.375,1285.4583333333333,1.3415213623873765,0.58788108375,0.36133848333333335,0.56953506375,0.8541808260276985,0.7152173193690411,-0.021776240356439488,vegetative,0
2710.8333333333335,3769.5416666666665,2366.9583333333335,711.125,1018.8333333333334,1350.2083333333333,1788.5833333333333,0.7052729092654301,0.4481528804166666,0.20364748795833332,0.33659950958333335,0.5048362238661165,0.4765962666490964,-0.16268259446309816,uncertain_vegetative,0
2656.3333333333335,3408.7916666666665,2083.8333333333335,654.2916666666666,993.7916666666666,1318.375,1774.75,0.7804207024590633,0.45681196166666665,0.20487801020833332,0.3552411570833333,0.5327901559785716,0.48955158188414316,-0.11929244762301056,uncertain_vegetative,0
2634.4166666666665,3958.75,2610.3333333333335,869.4583333333334,1148.625,1477.625,1810.625,0.6019783235019175,0.38691167,0.17973344833333335,0.27636227916666667,0.41449362659352845,0.41807873325075207,-0.20275723826141626,uncertain_vegetative,0
2535.6666666666665,3722.5833333333335,2328.6666666666665,720.8333333333334,1094.5,1541.9166666666667,1944.4166666666667,0.5023599520866792,0.39819400749999995,0.13821951191666668,0.25428390291666664,0.3813762762463837,0.37810525784078663,-0.19022660999359975,emergence,0
2586.8333333333335,3934.7916666666665,2547.75,822.875,1155.8333333333333,1542.9583333333333,1983.6666666666667,0.6744186107943198,0.3861371158333333,0.13466782929166668,0.2611221316666667,0.39163290265219936,0.39297200164293145,-0.20872917133972035,emergence,0
2574.75,3912.6666666666665,2534.625,813.7083333333334,1165.4166666666667,1584.5416666666667,1947.75,0.6285591143061984,0.3824486425,0.14076566641666666,0.2476833815,0.3714771203835217,0.37540396047050234,-0.20840205076778504,emergence,0
2833.5833333333335,3645.7083333333335,2211.7083333333335,586.3333333333334,852.2083333333334,1037.0416666666667,1568.875,1.137051972897237,0.53916958,0.2945285916666667,0.4765574383333333,0.7147374320501806,0.6343155383015832,-0.10878918515288304,maturation,1
2480.25,3337.125,1990.5,522.2083333333334,735.0833333333334,895.875,1403.6666666666667,1.1470861401129684,0.5438788158333333,0.28315235083333334,0.4804213041666667,0.720520657506145,0.6374130278966277,-0.13076163633030238,maturation,1
2674.5833333333335,3527.0833333333335,2164.5416666666665,626.25,865.4583333333334,1042.125,1549.4166666666667,0.6517508739846601,0.5232943904166667,0.26977124375,0.44774338041666667,0.6715215992833862,0.6135894660338105,-0.1369007740624919,maturation,1
2847.5,3858.4166666666665,2341.2916666666665,603.1666666666666,893.4583333333334,1146.75,1653.5416666666667,0.9000299453791331,0.5193224175,0.26345473999999997,0.4278318379166666,0.6416655740915781,0.5857996854578573,-0.14771478652008346,maturation,1
3019.3333333333335,3782.375,2260.3333333333335,586.9583333333334,897.8333333333334,1165.1666666666667,1666.0416666666667,0.9431708875882187,0.53844823125,0.28841358875,0.4488372758333334,0.6731729847584172,0.6025183211087702,-0.10647419165133416,maturation,1
3205.9166666666665,3311.9583333333335,1907.7916666666667,574.6666666666666,924.2916666666666,1051.5833333333333,1663.8333333333333,1.1749917776413323,0.5520278258333333,0.3201953808333333,0.51449290125,0.771646431785336,0.6664419268876713,-0.008675833574625562,vegetative,0
3000.75,3343.7083333333335,1948.25,581.5416666666666,892.9166666666666,1068.75,1618.0416666666667,1.0997387284081055,0.540908015,0.30250212625,0.48422051000000005,0.7262386418615104,0.6372118490412504,-0.04733867469559091,maturation,1
3058.0833333333335,2948.25,1610.375,474.875,812.625,857.2916666666666,1470.375,1.3627988890262734,0.5747013229166666,0.3480404529166667,0.5632787149999999,0.8448093435953168,0.7013337608199018,0.026158285618516842,vegetative,0
2753.25,2846.7916666666665,1554.6666666666667,441.2083333333333,713.7083333333334,774.3333333333334,1379.8333333333333,1.3572422890129348,0.58625266375,0.3325843004166667,0.5666947866666666,0.8499193864716715,0.7086799096305944,-0.008089988080117887,vegetative,0
2736.75,3227.7916666666665,1897.5416666666667,528.875,828.875,999.0833333333334,1533.3333333333333,1.1719076022154957,0.5391938783333333,0.2953642575,0.4879290166666667,0.7317784623792881,0.6371179366371393,-0.06052568877872807,maturation,1
2501.0833333333335,3571.2916666666665,2177.2083333333335,486.0,698.125,849.875,1410.125,1.1242138431207525,0.5601518329166667,0.27659664041666665,0.49266547,0.7388865429157598,0.6483176428016577,-0.17255625094226182,uncertain_vegetative,0
2869.0833333333335,4073.8333333333335,2591.8333333333335,715.5,998.9166666666666,1323.6666666666667,1724.0833333333333,0.8084367340097871,0.4845567154166666,0.25120856708333333,0.3751203575,0.5626109780525741,0.5349542527172085,-0.16987988572554094,uncertain_vegetative,0
2727.5833333333335,3891.125,2457.4166666666665,582.25,803.7083333333334,978.6666666666666,1565.5833333333333,1.1189058046344678,0.5492747079166667,0.27170438375,0.4765867879166667,0.7147809864973146,0.6386428219150085,-0.1744910806079544,maturation,1
2766.6666666666665,4229.0,2843.0,793.875,1052.1666666666667,1377.2083333333333,1816.6666666666667,1.9378146214794647,0.4651799929166667,0.21478959875,0.35161585791666666,0.5273548660206208,0.5112002399661909,-0.2081665708093047,uncertain_vegetative,0
2791.8333333333335,4130.25,2669.0416666666665,705.0416666666666,972.3333333333334,1283.3333333333333,1724.5,1.1974889405801419,0.4871313208333334,0.24384253416666668,0.38313874291666666,0.5746341544700796,0.5422969753594961,-0.18172005337055253,uncertain_vegetative,0
2728.3333333333335,3215.0,1990.5833333333333,634.25,900.5,1150.3333333333333,1384.5833333333333,0.8613949603897993,0.50256929125,0.32575473208333333,0.4080084029166667,0.6119315258915338,0.5705144286218532,-0.08257449030486222,uncertain_vegetative,0
3174.5,3761.0833333333335,2301.875,704.4166666666666,1032.0833333333333,1221.5,1867.9166666666667,1.0740035141867075,0.5112351754166666,0.2604778233333333,0.4486379645833333,0.6728790647898449,0.6146234521129941,-0.08030403677088863,maturation,1
3108.6666666666665,1624.3333333333333,731.7916666666666,303.7083333333333,475.9583333333333,307.4166666666667,832.8333333333334,9.279541427672752,0.7476590525,0.5879023408333334,0.8353804662500001,1.252882228206256,0.906558006380673,0.3179894273581738,reproductive,1
3599.6666666666665,1671.375,770.5416666666666,351.125,551.7083333333334,344.375,849.6666666666666,2.3135163612571605,0.75559264875,0.6358395629166667,0.8506479979166667,1.2758040112237763,0.9116017698624432,0.37235702383344504,reproductive,1
3464.9166666666665,1669.6666666666667,786.4166666666666,417.8333333333333,579.0833333333334,395.6666666666667,802.7916666666666,2.492973582843795,0.7555172533333333,0.6610959670833333,0.8422560015,1.263209426949791,0.9022827216818806,0.36156382167952034,reproductive,1
3507.6666666666665,1764.2083333333333,811.4166666666666,417.0,587.25,396.9166666666667,859.9166666666666,2.501126605409256,0.75817504875,0.6431675070833334,0.8490205725000001,1.2733561097177475,0.9047965862502944,0.34134938956504796,reproductive,1
3062.25,1474.7916666666667,626.5416666666666,221.91666666666666,401.9166666666667,214.91666666666666,622.7083333333334,2.734774223778435,0.7644926920833334,0.65961971,0.8653773308333333,1.2978640740115006,0.9274632513464477,0.34966478609475155,reproductive,1
3071.4166666666665,1443.5,636.2083333333334,236.58333333333334,411.5416666666667,231.04166666666666,734.4583333333334,3.963642649768784,0.7661707125,0.61695376,0.8629163554166667,1.2941770618044655,0.9251280751507048,0.3611686915723819,reproductive,1
3206.4166666666665,1669.75,718.3333333333334,231.83333333333334,416.3333333333333,222.20833333333334,698.0833333333334,0.4701392866199647,0.7666662999999999,0.6399206745833333,0.8669697454166667,1.3002647355969672,0.9277735440725602,0.3146726315030389,vegetative,1
3614.25,1490.5416666666667,668.875,303.5,590.75,294.125,819.2083333333334,2.2181175130678104,0.7247877420833334,0.63336214375,0.8560251104166667,1.2838692851349522,0.9173243299893367,0.41390188270306827,reproductive,1
2767.1666666666665,1589.0,731.2916666666666,248.41666666666666,407.1666666666667,243.25,702.1666666666666,2.7576840508403238,0.7492915625,0.59933715625,0.8463333816666667,1.2692858657166857,0.9138500309819809,0.27078617625491536,reproductive,1
3091.9166666666665,1695.3333333333333,772.0,266.9166666666667,430.4583333333333,255.41666666666666,765.375,3.2536541761905107,0.7602074108333333,0.6087403604166667,0.8529492870833333,1.2792308508395247,0.9180385711824025,0.2927909785528321,reproductive,1
2357.8333333333335,2885.5,1674.625,467.5833333333333,705.9583333333334,848.7916666666666,1341.9583333333333,1.0066677946460325,0.5347669775,0.26994472875000003,0.46657619666666666,0.6997555121645561,0.6268520604472391,-0.09789307271777165,maturation,1
3374.5833333333335,1813.875,861.125,485.0416666666667,658.75,458.0833333333333,1003.0,2.5687455583712078,0.7383428129166667,0.5914680752916667,0.8376489808333334,1.2562897309879721,0.8977662519320688,0.3118011984944389,reproductive,1
3892.6666666666665,1876.0833333333333,881.4166666666666,494.75,670.625,467.75,1032.2083333333333,2.5276509350019345,0.7650601364999999,0.62982205775,0.8549075912499999,1.2822005841224398,0.9067703008192703,0.3648068579253558,reproductive,1
3419.1666666666665,1776.125,817.9166666666666,504.0416666666667,657.1666666666666,473.7083333333333,997.5833333333334,2.5399745530502216,0.7510337669583333,0.6065513161666667,0.8426939240416668,1.2638593239017402,0.8988431665902871,0.3315606429577005,reproductive,1
3813.6666666666665,1980.2916666666667,920.375,494.1666666666667,716.0416666666666,464.875,1058.625,2.530313666493092,0.7348739897083334,0.6024033845833333,0.8448414539166667,1.267101352764527,0.9016421844762968,0.32436428919957055,reproductive,1
3899.8333333333335,1868.0,832.5416666666666,455.375,629.8333333333334,424.1666666666667,958.3333333333334,2.5144925216566136,0.7681114645833333,0.643042589,0.8572110249999999,1.2856575006230835,0.907881652114952,0.3596319655628302,reproductive,1
3556.1666666666665,1761.2916666666667,808.2083333333334,457.3333333333333,678.6666666666666,443.375,1027.0,2.478866382382263,0.7302047154166668,0.59128710125,0.8415448875,1.2621452828141817,0.9010107084464872,0.34987710383899034,reproductive,1
3354.1666666666665,1704.375,801.5416666666666,425.7083333333333,640.5,441.1666666666667,984.625,2.332470368965341,0.7260179483333333,0.5868783739166666,0.8259239404166667,1.238708964832958,0.8921485190983655,0.3402516528883866,reproductive,1
3080.4166666666665,1766.7916666666667,793.5,371.1666666666667,554.1666666666666,344.2083333333333,950.0,2.4568609973062214,0.7326596325,0.5540509241666667,0.8432942770833334,1.2647438292410438,0.9060506156158681,0.2771267861880614,reproductive,1
2562.5,1453.6666666666667,643.375,290.4583333333333,402.1666666666667,274.625,701.0,2.423796991218031,0.75957512125,0.5918476145833333,0.8391080120833333,1.2584280854507603,0.9062681319420373,0.2810964049914892,reproductive,1
3368.8333333333335,1766.0,792.9583333333334,348.3333333333333,496.5833333333333,323.5833333333333,901.1666666666666,2.46934523631066,0.7773267279166666,0.6017992858333333,0.86309662875,1.2944602028181065,0.9162697949934492,0.3186024553175929,reproductive,1
3438.6666666666665,1657.875,731.5,322.5833333333333,511.875,295.125,801.9166666666666,2.469187816812102,0.7543693575,0.6314564720833333,0.8574653483333333,1.2860215597031164,0.9173129507933785,0.3512177914211579,reproductive,1
3600.5,1589.0833333333333,696.6666666666666,307.1666666666667,517.9166666666666,303.0416666666667,759.4166666666666,2.8056827815414933,0.7569697566666668,0.6568342241666666,0.8555181033333333,1.2831101652807846,0.9166722510613189,0.38922491503781537,reproductive,1
3444.1666666666665,1705.1666666666667,717.7916666666666,234.875,406.625,235.95833333333334,760.625,2.6233966097175485,0.7925037595833334,0.6401373308333334,0.8752534833333333,1.3127000790004024,0.9329152956832445,0.33818395431197207,reproductive,1
2544.0416666666665,1386.4583333333333,579.7083333333334,185.125,297.75,199.5,626.3333333333334,2.703850605812367,0.7885362804166666,0.6058402570833333,0.85400986,1.280770425279792,0.9211123625107026,0.296758084437355,reproductive,1
2418.6666666666665,1360.75,562.3333333333334,181.125,291.125,164.29166666666666,558.1666666666666,2.964139046351003,0.7836240129166666,0.6248626545833333,0.87127880375,1.3066634762755134,0.9308979752126447,0.28074477670487014,reproductive,1
2739.5833333333335,1550.2083333333333,676.375,252.95833333333334,400.4166666666667,240.625,685.375,1.7184790520718811,0.7530794233333333,0.6027507612499999,0.8471142191666666,1.2704547459771036,0.914933212400418,0.2770936301969918,reproductive,1
3455.75,1518.2083333333333,640.2083333333334,237.625,403.375,227.58333333333334,717.5416666666666,2.7551254284704907,0.7937409083333332,0.6574879054166667,0.8789981875,1.318316064759843,0.9348205787213905,0.388728562255327,reproductive,1
3932.25,1561.8333333333333,631.4583333333334,222.29166666666666,423.125,213.66666666666666,694.5,2.6899444576991827,0.80362723125,0.6978043883333332,0.89589141625,1.3436683419695437,0.945008447029636,0.42812675343764184,reproductive,1
2545.75,1450.75,604.2916666666666,188.16666666666666,312.625,180.66666666666666,634.1666666666666,2.712968026800326,0.7819755329166665,0.60152009875,0.8683977341666668,1.302357079984026,0.9293672546213921,0.27402491489627234,reproductive,1
3184.5833333333335,1474.7916666666667,689.25,327.0833333333333,491.0833333333333,308.1666666666667,740.25,2.260465666228405,0.7605731275,0.6434136216666667,0.85651255,1.2845731026807405,0.9163647391045705,0.3730654969048594,reproductive,1
3578.6666666666665,1659.4166666666667,762.5,413.5,610.75,386.3333333333333,947.1666666666666,2.514288297889941,0.7468119768333333,0.6124587683333333,0.8518686970833333,1.2776307996140084,0.9089278980679106,0.37865752874286657,reproductive,1
2472.25,1548.5833333333333,702.3333333333334,232.5,369.7916666666667,256.7083333333333,702.0416666666666,2.5175569322473734,0.7556785666666667,0.5657959695833333,0.8341111483333333,1.25092872533674,0.9035253947933484,0.23199153734379727,reproductive,1
3264.75,1699.4166666666667,773.1666666666666,341.1666666666667,545.0416666666666,337.25,837.2916666666666,2.2589783932052443,0.7365128916666667,0.6069205795833333,0.8415841466666666,1.2621933074663387,0.9064304810592603,0.3197499067585249,reproductive,1
