B8,B11,B12,B2,B3,B4,B5,EVI,GNDVI,NDRE,NDVI,SAVI,MSAVI,NDMI,inferred_stage,health_status
2869.0,2515.0416666666665,1409.25,508.25,706.125,631.375,1197.7916666666667,1.7347315957533456,0.64366879,0.4335699925,0.67955970375,1.019182696439395,0.7971742063941368,0.06675104953020278,vegetative,1
2792.0833333333335,2827.2916666666665,1659.125,484.25,677.0416666666666,634.3333333333334,1214.8333333333333,1.604145090394539,0.6466667254166667,0.41482068874999994,0.6664053729166667,0.999451570031622,0.7904704785334312,-0.006892092859454469,vegetative,0
2810.5833333333335,2970.5416666666665,1803.9583333333333,562.2083333333334,781.625,840.5416666666666,1372.2083333333333,1.2917229009651876,0.5929570879166667,0.36086432458333334,0.5695951825,0.8542672504919117,0.7090478654441957,-0.024531261018889097,vegetative,0
3058.5833333333335,3385.9166666666665,2223.4583333333335,665.5833333333334,949.0416666666666,1113.4166666666667,1726.375,0.9379103279181802,0.5547601841666666,0.2910166183333333,0.4915333141666667,0.7372050306106036,0.649846546701724,-0.05142111175266176,uncertain_vegetative,0
3013.8333333333335,2918.5416666666665,1771.7083333333333,607.1666666666666,876.7916666666666,928.4583333333334,1435.75,1.1975538571538775,0.5744186641666666,0.36914866124999995,0.5531060795833334,0.8295479285671638,0.6995809827342706,0.017868014438511933,vegetative,0
2892.0,3197.4583333333335,2020.375,634.5833333333334,871.9166666666666,966.2916666666666,1543.125,1.121105388887267,0.5653383970833333,0.3184083127083333,0.5249656662500001,0.7873396534755946,0.6770399173197271,-0.05020455957459896,vegetative,0
3010.5,2862.125,1732.0,589.3333333333334,854.1666666666666,892.2916666666666,1447.4166666666667,1.244286332339608,0.5827198954166667,0.36370183208333334,0.5662650729166666,0.8492827742946564,0.7101082127392525,0.026097633575550273,vegetative,0
2886.5,3032.375,1860.0,649.7083333333334,902.0416666666666,1012.6666666666666,1482.1666666666667,1.0685878690542507,0.548392885,0.33665694916666666,0.5054709683333333,0.7581027682673288,0.6583076527257768,-0.022440273405282363,vegetative,0
3025.8333333333335,3063.7083333333335,1919.625,653.5416666666666,951.25,1068.375,1577.2916666666667,0.9550082177354237,0.5419235191666667,0.32679924791666665,0.4976523525,0.7463822603307934,0.6538633982479496,-0.005085398189700922,uncertain_vegetative,0
2766.9166666666665,3062.4583333333335,1934.1666666666667,603.2916666666666,851.0,923.2083333333334,1473.6666666666667,1.0894150079973521,0.5610393633333334,0.32052243016666665,0.52712255875,0.7905690491908467,0.6818408322576867,-0.052832229476088614,vegetative,0
2417.1666666666665,1410.0,709.2916666666666,356.4583333333333,502.75,349.7916666666667,833.4166666666666,2.430000444060949,0.7075461929166668,0.5251225825,0.8099351591666667,1.2146603001382683,0.8852749192391324,0.27287384050097074,reproductive,1
3101.5833333333335,1739.375,817.5416666666666,378.5833333333333,565.9166666666666,363.875,875.1666666666666,2.4527658495452394,0.7276739116666667,0.5885816793749999,0.8331704304166667,1.249563356078593,0.8996978528860874,0.28764572498382257,reproductive,1
3036.6666666666665,1638.125,780.0833333333334,385.0416666666667,582.4166666666666,375.3333333333333,893.2083333333334,2.4303416939893525,0.7179122366666667,0.5762904641666666,0.8284137308333334,1.242424158688148,0.8961433348768347,0.3061582633302761,reproductive,1
2846.5833333333335,2620.9166666666665,1603.7083333333333,547.625,804.75,836.7916666666666,1385.6666666666667,1.1489614378152946,0.578979215,0.3554672275,0.5654869625,0.8481093648774837,0.7121378748200679,0.04078612849841883,vegetative,0
3196.5,1509.9583333333333,720.0833333333334,394.1666666666667,583.7916666666666,374.875,795.625,2.4679464996341407,0.72783888375,0.6337114310416666,0.8334071554166668,1.2499241289689436,0.8994255043217549,0.36804096272330145,reproductive,1
2900.3333333333335,1685.4583333333333,801.0,351.0,507.375,322.9166666666667,805.5416666666666,2.528248306014127,0.7432320849999999,0.5954995845833333,0.8480484695833334,1.2718595065957492,0.9082450317852135,0.26920323374955785,reproductive,1
3171.5,1657.1666666666667,810.7083333333334,413.4166666666667,656.9583333333334,413.7083333333333,965.0833333333334,2.3735194176325933,0.6849017954166667,0.55549130125,0.804362915,1.2063656781504206,0.8830714169804423,0.3187253237314103,reproductive,1
2286.25,1559.6666666666667,749.0,317.8333333333333,414.2083333333333,289.625,782.75,2.6482250942670693,0.7482005908333332,0.5238977352083333,0.8380732391666667,1.2568398185807792,0.902483770546695,0.19137183303209804,reproductive,1
2867.0,1520.1666666666667,710.2083333333334,316.625,474.375,298.125,806.625,2.4534905765723685,0.7506466541666666,0.58680884125,0.85308134,1.2794067023677347,0.9120017114083225,0.31383368771632986,reproductive,1
3479.6666666666665,1501.8333333333333,702.7916666666666,358.75,591.2083333333334,340.2083333333333,793.25,2.456684716955499,0.7362512916666667,0.6503196866666666,0.85523649375,1.2826786615701538,0.9124031846805375,0.4043720285213515,reproductive,1
3012.5,2549.4583333333335,1434.125,509.625,754.625,644.7083333333334,1225.625,1.710641241425771,0.6247438654166667,0.4376433891666667,0.674317135,1.0113298618778057,0.797994470903916,0.0831231666531022,vegetative,1
2678.0,2068.875,1188.4583333333333,468.5416666666667,695.8333333333334,628.7083333333334,1166.125,1.535239211519871,0.6157450541666667,0.4114479604166667,0.6500297079166667,0.9748878940525691,0.7791152971580951,0.12983684008939408,vegetative,1
2770.5,2265.1666666666665,1331.7916666666667,485.2916666666667,735.5833333333334,683.4583333333334,1213.1666666666667,1.4317001387588055,0.6030138833333333,0.4040439754166667,0.6268560333333334,0.9401408413664977,0.7616266637300365,0.10024112784768245,vegetative,1
2839.0833333333335,2143.625,1214.5833333333333,450.4583333333333,692.4166666666666,591.5,1166.9166666666667,1.6236074877544453,0.6303321941666667,0.4291561791666667,0.67870919875,1.0179079105065159,0.800832379499146,0.13873464004474165,vegetative,1
2793.0833333333335,2130.2916666666665,1252.5833333333333,515.3333333333334,755.5833333333334,710.2083333333334,1201.5,1.4446654602432296,0.60106149875,0.41523180749999994,0.6210409420833333,0.9314206298910329,0.7577784848974337,0.1356904904817322,vegetative,1
2820.4166666666665,2186.6666666666665,1303.0,491.4166666666667,761.1666666666666,704.9166666666666,1250.0833333333333,1.3851046553060506,0.59786228875,0.39952869041666667,0.6229645579166666,0.9343074805418098,0.7595474744116663,0.12686803505138242,vegetative,1
2852.5,2390.0416666666665,1435.8333333333333,513.9583333333334,756.5,731.4583333333334,1260.0416666666667,1.3966744904137656,0.6050963216666666,0.4001074572916667,0.6136810145833334,0.9203863205164676,0.750778049471497,0.08623699611327146,vegetative,1
2907.25,2436.3333333333335,1454.1666666666667,528.0,793.4166666666666,749.7916666666666,1292.625,1.3864500978035421,0.5948116195833334,0.39670691708333333,0.6116183216666667,0.9172956488971095,0.750058275824775,0.0867170296176693,vegetative,1
2978.75,2473.0,1554.0833333333333,490.375,739.0416666666666,689.0,1321.625,1.4956090725918436,0.6258177995833333,0.39540359875,0.6456352291666666,0.96831409235814,0.7730190171568362,0.09038760752298025,vegetative,1
2959.8333333333335,2878.25,1842.6666666666667,652.9583333333334,933.375,1133.0416666666667,1496.7916666666667,0.8119974998265591,0.5391675729166666,0.33805656375,0.45917238,0.6886709178479963,0.6236264549895812,0.013897836970382528,uncertain_vegetative,0
3185.6666666666665,1646.7083333333333,757.9166666666666,371.125,573.5833333333334,354.75,892.1666666666666,2.4035574290546315,0.7282005374999999,0.5838333745833334,0.8373903129166668,1.2558973798786548,0.9033782373125897,0.3236750640535019,reproductive,1
2678.5,1538.0833333333333,723.4166666666666,321.4583333333333,480.625,304.2916666666667,802.7083333333334,2.4365547403363803,0.7273890358333334,0.5615438575,0.8332752891666666,1.2496900109720679,0.9021827868179267,0.27548763503934476,reproductive,1
2446.5,1325.4583333333333,599.625,308.9583333333333,447.9583333333333,276.25,644.4583333333334,2.5402538737701774,0.72759306375,0.6130649033333333,0.8389313904166666,1.2581476370858058,0.9059244807455116,0.30300086642559415,reproductive,1
2902.75,2065.7083333333335,1142.0416666666667,465.375,663.7083333333334,519.4583333333334,975.2916666666666,2.0292090963619094,0.6443734254166666,0.5062665883333334,0.7128832554166666,1.0691588764385063,0.827762580599161,0.1631670241910829,vegetative,1
3177.1666666666665,2348.125,1253.5,511.0416666666667,768.5416666666666,647.5416666666666,1250.1666666666667,1.7104004607370433,0.6302353670833333,0.4482018045833333,0.6824138187500001,1.0234811663447385,0.8046149463107213,0.1511590421826977,vegetative,1
3084.25,2270.8333333333335,1183.5833333333333,485.625,752.7083333333334,621.9166666666666,1188.1666666666667,1.7023403513463038,0.6289936454166667,0.458430425,0.6877288529166666,1.0314476436622346,0.8075931352621524,0.15308207845137337,vegetative,1
2310.1428571428573,1315.857142857143,597.8214285714286,285.7142857142857,396.92857142857144,258.7142857142857,639.6785714285714,2.565991009899041,0.73716733,0.5882983507142857,0.832144084642857,1.2479573271804114,0.9036743803002635,0.27814253771225594,reproductive,1
2631.8571428571427,2138.8571428571427,1117.2142857142858,403.7857142857143,601.3928571428571,498.64285714285717,1059.357142857143,1.5652517014438867,0.6519058882142856,0.44274929,0.7089061689285714,1.0631793131875937,0.8237422450554034,0.10309668721465355,vegetative,1
3252.1428571428573,1578.2142857142858,716.6785714285714,315.35714285714283,475.0357142857143,309.5357142857143,822.6428571428571,2.362092753564554,0.7632564642857143,0.6090490067857143,0.846491985,1.269553982608917,0.9114506469448997,0.3508408141432809,reproductive,1
2829.4285714285716,1582.5,734.5357142857143,358.25,518.9642857142857,356.85714285714283,811.2142857142857,2.3966646520042714,0.7175111417857144,0.5743607903571428,0.8075679542857143,1.21115183685422,0.8872582091176388,0.28738822888877086,reproductive,1
2951.0,2217.214285714286,1124.3214285714287,435.60714285714283,672.8214285714286,530.1428571428571,1181.75,1.8757668631871287,0.6464725917857143,0.43901258821428574,0.7151538646428571,1.072570751994885,0.8283512413841468,0.14284473690896873,vegetative,1
3754.25,1761.28125,781.4375,310.25,531.25,310.28125,797.84375,2.3230956801665448,0.7640924259375,0.661281203125,0.8620551503125,1.2929202232402965,0.9203566703251198,0.3647231690508796,reproductive,1
2863.1627906976746,1567.2325581395348,695.2093023255813,214.0,357.9767441860465,199.90697674418604,702.0697674418604,2.453723703930586,0.7904316602325582,0.6150908520930233,0.8843121223255814,1.3262461007200304,0.9353851421691679,0.2947681354161108,reproductive,1
2283.1304347826085,3165.5,2033.0,550.8478260869565,783.3695652173913,1037.8478260869565,1379.5869565217392,0.8810480406999988,0.4987329156521739,0.25121178739130434,0.38707948565217387,0.5805225614624184,0.5480824889236878,-0.17063293547113356,uncertain_vegetative,0
2305.0434782608695,1878.9347826086957,957.5869565217391,259.69565217391306,409.80434782608694,364.2608695652174,798.7391304347826,1.7657002770907453,0.7190130573913044,0.4970540602173913,0.7481758467391305,1.1220439749264635,0.8524519317915707,0.10100210431928831,vegetative,1
2799.1739130434785,3029.2391304347825,1822.0434782608695,632.6739130434783,911.8260869565217,1138.7826086956522,1414.608695652174,0.779320093491768,0.5150816367391304,0.33024052847826085,0.43402483826086957,0.6509484135336973,0.5987329289702025,-0.041968338014547,uncertain_vegetative,0
2701.5652173913045,2312.3478260869565,1357.108695652174,372.67391304347825,576.7608695652174,582.6304347826087,1070.4782608695652,1.475692610140546,0.6597822056521739,0.44214983347826087,0.662199842826087,0.9931412616912781,0.7906879637702648,0.08136499921111764,vegetative,1
3093.086956521739,1657.4565217391305,806.3478260869565,259.5652173913044,422.8478260869565,273.69565217391306,707.4347826086956,2.346600427132208,0.7741538121739131,0.6390883660869565,0.853559788478261,1.2801427993895127,0.9176883339583068,0.30542789924334857,reproductive,1
2968.4347826086955,1340.4565217391305,592.0217391304348,232.2391304347826,408.80434782608694,218.93478260869566,602.304347826087,4.066850726651975,0.7692420884782609,0.6718784547826087,0.8767698969565217,1.3149413096210403,0.9310792623376607,0.37906934988661317,reproductive,1
1643.391304347826,1130.391304347826,500.2391304347826,170.67391304347825,240.84782608695653,150.52173913043478,454.1521739130435,2.696197196285448,0.7737544291304347,0.5790912691304348,0.8630747599999999,1.294213406316738,0.9237555636983593,0.1781954420551679,reproductive,1
2387.5652173913045,3541.1739130434785,2419.5434782608695,639.3913043478261,885.0,1260.108695652174,1602.9782608695652,0.5447096139762211,0.4560242043478261,0.18969925186956524,0.30790015673913046,0.461778066941377,0.4481302926988954,-0.20900946368884604,uncertain_vegetative,0
2357.521739130435,3089.586956521739,2074.782608695652,563.5434782608696,805.6086956521739,1078.3695652173913,1423.4347826086957,0.8783660881570323,0.49220249282608697,0.24786278256521738,0.3823356378260869,0.5734082067496389,0.5226974264496033,-0.14461329643453621,uncertain_vegetative,0
2508.3478260869565,3067.8695652173915,2011.5,564.3695652173913,802.9565217391304,1051.8478260869565,1407.0217391304348,0.7630164502817405,0.5131005128260869,0.28199560139130436,0.418001845,0.6269044092299001,0.5547277013079605,-0.10627183763948292,uncertain_vegetative,0
2338.5652173913045,3199.086956521739,2181.021739130435,566.6086956521739,796.3478260869565,1082.2173913043478,1449.391304347826,0.921706993072012,0.49125373826086954,0.23681205839130434,0.3735445660869566,0.5602242135637084,0.516810899975049,-0.1677821343925368,uncertain_vegetative,0
2579.6521739130435,3388.5652173913045,2170.5,606.9565217391304,863.7826086956521,1123.4782608695652,1517.6739130434783,0.8350499094998252,0.5047995467391304,0.26912553589130433,0.4109645,0.6163528922012964,0.5539731647214446,-0.13732473295944195,uncertain_vegetative,0
2832.782608695652,2707.195652173913,1544.9130434782608,441.0652173913044,659.8260869565217,630.3695652173913,1117.9565217391305,1.571620068744438,0.6294119067391304,0.43820544521739135,0.6425923626086957,0.9637466803719089,0.7763441026340052,0.0252558523847317,vegetative,0
2408.1739130434785,3359.5,2195.5652173913045,606.4347826086956,845.0434782608696,1119.891304347826,1471.4347826086957,0.7455385538660056,0.4834630139130435,0.2393274026956522,0.3744104636956522,0.5615245814324495,0.5178465740934233,-0.1798538955948058,uncertain_vegetative,0
2250.3478260869565,3445.6739130434785,2279.782608695652,598.0217391304348,838.3695652173913,1162.3478260869565,1479.2826086956522,0.5306274244027813,0.459364612826087,0.20526393086956524,0.32104228913043475,0.48148474834606747,0.46868096188176345,-0.22416809421371514,uncertain_vegetative,0
2376.521739130435,3392.913043478261,2214.3478260869565,610.8913043478261,847.3478260869565,1131.195652173913,1479.5,0.7275765604887777,0.48213152217391303,0.2381194561956522,0.37043987826086955,0.5555684995262383,0.5179101653484691,-0.18602285055340492,uncertain_vegetative,0
2414.695652173913,3244.0434782608695,2116.2608695652175,573.8478260869565,815.4782608695652,1090.2608695652175,1452.9347826086957,0.6941391733481065,0.4989551689130435,0.25370696476086957,0.3885954265217391,0.5828001057344208,0.5326012786019231,-0.1525886241028276,uncertain_vegetative,0
2362.5652173913045,3378.0,2249.521739130435,589.0869565217391,828.6304347826087,1109.608695652174,1461.0652173913043,0.7232801802756402,0.48325188565217386,0.2357158193478261,0.36824938847826083,0.55228404417083,0.5135351511636224,-0.1900631014857314,uncertain_vegetative,0
2345.521739130435,3274.521739130435,2134.413043478261,570.8695652173913,803.0869565217391,1065.6304347826087,1406.6304347826087,0.7380588165290753,0.4929051863043479,0.25017891043478263,0.38647114760869566,0.5796108766998831,0.5323942313176827,-0.1740815760141792,uncertain_vegetative,0
2362.8695652173915,3345.021739130435,2210.4565217391305,585.9130434782609,827.8913043478261,1120.8260869565217,1477.5434782608695,0.941107425467016,0.4833909991304348,0.2330052435,0.3643817143478261,0.5464840471742868,0.5107842689452384,-0.1834702788931623,uncertain_vegetative,0
2922.6521739130435,1703.9565217391305,780.3478260869565,243.67391304347825,405.5652173913044,257.82608695652175,768.6304347826087,2.557006364174259,0.7628382095652174,0.5866165530434783,0.8447219841304348,1.2668803620145335,0.9140603299651759,0.26283290050758423,reproductive,1
2384.217391304348,3258.478260869565,2121.2391304347825,564.3913043478261,795.0,1042.7391304347825,1402.8478260869565,0.7864248338233305,0.5033349063043479,0.2635736220434783,0.40277783739130435,0.6040693490595552,0.5494717028805395,-0.15954537157565077,uncertain_vegetative,0
3212.8695652173915,1628.7173913043478,712.8478260869565,218.32608695652175,405.9347826086956,214.65217391304347,691.1739130434783,2.8036708594298365,0.7800773513043479,0.6492932158695652,0.8800262393478261,1.3198449908280963,0.9346869674586248,0.3280213360739417,reproductive,1
3074.304347826087,1507.7608695652175,669.9565217391304,244.43478260869566,445.89130434782606,240.30434782608697,714.6521739130435,3.0807238342000463,0.7527373580434783,0.627387795652174,0.8625841326086956,1.293677269539056,0.9244441579797872,0.34240152323137807,reproductive,1
2776.391304347826,1604.5652173913043,779.304347826087,240.80434782608697,414.5652173913044,266.3695652173913,698.3260869565217,2.212898867144098,0.751644132173913,0.6049711313043479,0.8376590430434783,1.2562762034211605,0.9095723915155779,0.26793442581348886,reproductive,1
3360.913043478261,1600.695652173913,703.9782608695652,255.3913043478261,438.32608695652175,252.91304347826087,740.8260869565217,2.411229590665301,0.7748395760869565,0.6426291543478261,0.8652991167391305,1.2977670501202756,0.9266668443456282,0.35582117111527645,reproductive,1
2426.8260869565215,3120.8260869565215,2046.2608695652175,555.4130434782609,791.6304347826087,1055.195652173913,1446.0217391304348,0.7985350129325631,0.5124218980434783,0.255648826326087,0.40485802173913044,0.6071896656117235,0.5473459818707574,-0.13172917319133362,maturation,1
2357.8260869565215,3325.3695652173915,2226.304347826087,566.7608695652174,817.0217391304348,1105.0217391304348,1515.304347826087,0.9042169229181617,0.489051432826087,0.21172394030434785,0.37132651934782607,0.556900000368345,0.520365872759266,-0.18105041813980002,uncertain_vegetative,0
2447.2608695652175,3170.413043478261,2125.782608695652,567.7391304347826,815.4565217391304,1096.0652173913043,1471.0869565217392,5.5570054422168065,0.5034022584782608,0.2466588883478261,0.392559967826087,0.5887471681372819,0.5331534957409808,-0.1368373967507941,uncertain_vegetative,0
2507.6521739130435,3190.0,2080.1521739130435,561.2173913043479,814.9347826086956,1064.108695652174,1431.3478260869565,0.4854674782912403,0.510524185652174,0.2760463242173913,0.41502578347826086,0.6224428873909578,0.5555463750049512,-0.12194235853974991,uncertain_vegetative,0
2440.086956521739,3487.804347826087,2375.5652173913045,662.7173913043479,924.5,1324.9130434782608,1697.391304347826,-0.27171527000489537,0.4563604663043478,0.1867826190434783,0.3135953589130435,0.470318764016965,0.4568726286441866,-0.17776298564544482,uncertain_vegetative,0
2120.7391304347825,1271.7826086956522,553.0869565217391,175.2826086956522,291.67391304347825,161.15217391304347,541.2173913043479,2.4172199359967554,0.7636036330434782,0.597300974347826,0.864380175652174,1.2962804085109574,0.9267478841736301,0.24978149223057694,reproductive,1
2743.304347826087,1556.3478260869565,671.195652173913,191.43478260869566,338.2391304347826,189.41304347826087,626.8695652173913,2.6626854066930745,0.7852580910869564,0.6314082169565217,0.8760776780434781,1.3138891982481125,0.9331060553072051,0.27577502728120806,reproductive,1
2863.1739130434785,1527.9782608695652,649.0652173913044,213.8695652173913,367.0217391304348,209.84782608695653,678.0652173913044,2.3151014810914137,0.7804834241304348,0.6216190526086957,0.8717228741304348,1.307367674198165,0.9300772888781585,0.30483464938631427,reproductive,1
2614.0434782608695,1537.7173913043478,714.8478260869565,257.8695652173913,425.5869565217391,279.80434782608694,680.9565217391304,2.231849166263114,0.7316885076086956,0.5944062626086957,0.8192401997826088,1.2286424176726394,0.8981353661897727,0.25978665787457145,reproductive,1
2839.9565217391305,1726.891304347826,792.9347826086956,253.0,407.89130434782606,266.8695652173913,793.5,2.3016972150838075,0.7576117834782609,0.5674232745652175,0.8365136389130434,1.25456487626031,0.9094394393635649,0.24370770193120525,reproductive,1
2852.521739130435,1752.3478260869565,819.6086956521739,266.3478260869565,439.9347826086956,275.2391304347826,787.9565217391304,3.432727183646359,0.7392645256521739,0.5715606526086957,0.8312251558695651,1.2466351583135868,0.9066046122025198,0.23911112945050364,reproductive,1
2494.2608695652175,1408.3695652173913,611.2391304347826,210.69565217391303,340.4130434782609,204.65217391304347,665.195652173913,2.4007664759342893,0.7734362984782609,0.5860813130434783,0.8625150534782609,1.2935260824564812,0.9240645728559487,0.27920400229930903,reproductive,1
3320.217391304348,1785.4565217391305,814.1086956521739,275.19565217391306,541.8695652173913,291.0652173913044,932.8695652173913,2.2457906928239133,0.7244949884782609,0.5639399084782609,0.8449151552173914,1.2671943323291879,0.914401157627886,0.30048936607940036,reproductive,1
2679.086956521739,3713.913043478261,2429.913043478261,635.8913043478261,918.8478260869565,1228.3695652173913,1717.804347826087,0.43267768967845216,0.49718484826086956,0.2325620147826087,0.38949236326086956,0.5841553641905025,0.5488413307592737,-0.15551947644731184,uncertain_vegetative,0
2689.1739130434785,3707.108695652174,2459.978260869565,692.3478260869565,985.9565217391304,1367.108695652174,1758.108695652174,0.6147023960280718,0.4748093608695652,0.22545429652173915,0.3563843245652174,0.5344964598586335,0.49875751813446006,-0.15349159267972662,uncertain_vegetative,0
3144.913043478261,1452.3478260869565,648.0,249.93478260869566,431.67391304347825,255.08695652173913,657.3478260869565,2.356328991839433,0.7684573519565218,0.6626723467391304,0.8609558786956523,1.2912402350360959,0.9228039912509698,0.3706032630679657,reproductive,1
3327.6521739130435,2248.7608695652175,1209.9347826086957,350.8478260869565,602.9782608695652,490.3478260869565,1115.6521739130435,2.1016177068260515,0.6966615065217391,0.5009095443478261,0.7517141945652174,1.1274198199909549,0.8484392601228296,0.19463555840630126,reproductive,1
2756.0434782608695,2285.0652173913045,1164.3695652173913,352.6521739130435,573.6739130434783,473.19565217391306,1041.5,4.394304698594396,0.658004185,0.4502978210869565,0.7087079615217391,1.0628955383472019,0.8247623961977435,0.09151175236091506,vegetative,1
3425.1304347826085,2539.8478260869565,1406.304347826087,390.67391304347825,659.5434782608696,579.695652173913,1228.5,1.8963472857420702,0.6772921519565217,0.47454011673913044,0.7138680906521739,1.070667311683382,0.8242001882315534,0.15219122305362445,vegetative,1
2844.8695652173915,2170.8260869565215,1064.4565217391305,358.32608695652175,577.6304347826087,464.0,986.6086956521739,1.7684267894833237,0.666768712826087,0.486254607173913,0.723440992826087,1.0849955135761074,0.8364482422143737,0.13282338428463197,vegetative,1
2689.521739130435,1533.3260869565217,680.8478260869565,213.52173913043478,376.17391304347825,207.80434782608697,665.8260869565217,0.2239242722603532,0.7640977795652174,0.6092905858695652,0.8676402795652173,1.301231092300632,0.9270677617771031,0.27487275856482113,uncertain_vegetative,0
2586.217391304348,1442.1739130434783,609.7173913043479,196.32608695652175,367.7608695652174,189.1304347826087,658.7173913043479,2.690997504017839,0.7559604452173913,0.5973398697826087,0.8707680654347827,1.3059116289083266,0.9296023158282246,0.28375260064100205,reproductive,1
2510.4347826086955,3022.3478260869565,1805.5434782608695,509.69565217391306,742.5869565217391,837.9347826086956,1327.3478260869565,0.9463043272137778,0.5465365541304348,0.3093965623913043,0.5039504447826088,0.7558107257267458,0.6653196655040179,-0.08982295322937853,maturation,1
2753.8260869565215,3512.978260869565,2126.9347826086955,569.1304347826087,842.5869565217391,994.5652173913044,1575.0,1.0805974322702554,0.5329469676086956,0.27366038043478264,0.4738792484782609,0.7107225882276798,0.6363102831019106,-0.11664823806608461,maturation,1
2980.4347826086955,3801.1521739130435,2349.891304347826,684.2391304347826,985.8913043478261,1198.2826086956522,1717.0652173913043,0.5841829618404654,0.5051453889130435,0.2717954404347826,0.43332048152173913,0.6499010573913225,0.5953405488143606,-0.116146798747486,maturation,1
2487.521739130435,2518.695652173913,1430.8478260869565,414.82608695652175,626.9130434782609,674.8260869565217,1140.2391304347825,1.4666350727491675,0.6012703963043479,0.3742370017391305,0.5790411634782608,0.8684219978900035,0.7298282355918475,-0.0034192183479695533,vegetative,0
2867.2608695652175,3726.195652173913,2291.891304347826,660.9782608695652,955.304347826087,1193.195652173913,1681.7826086956522,0.9696923721092613,0.5015507847826087,0.26292934717391303,0.4185782113043478,0.6277881555665445,0.5808421989340391,-0.1251673726920788,maturation,1
2737.5652173913045,3021.5434782608695,1762.0217391304348,516.9347826086956,777.0652173913044,877.6304347826087,1379.5869565217392,0.7929365000825623,0.5592433926086956,0.3310788617391304,0.5188276026086956,0.7781323600513183,0.6765899418586069,-0.04345588301516297,vegetative,0
2772.3478260869565,3137.478260869565,1842.0,527.2391304347826,799.8695652173913,907.804347826087,1435.0217391304348,1.0132677512248536,0.5557460597826087,0.3210565854347826,0.5137718382608696,0.7705507786609861,0.6713668837741372,-0.0559408038914012,vegetative,0
2556.1304347826085,2840.1739130434785,1651.891304347826,481.5869565217391,713.8695652173913,819.804347826087,1238.9347826086957,1.2029897218645942,0.5652689991304348,0.3496100069565217,0.5191128180434782,0.7785520994434735,0.6779867380223649,-0.04817890481795475,vegetative,0
2830.608695652174,3689.0,2298.3478260869565,645.2826086956521,935.5652173913044,1171.9565217391305,1640.6521739130435,0.9158586469631382,0.5051638821739131,0.2685530541304348,0.4205280113043478,0.6307113598282164,0.5841184701925376,-0.12695368748122152,maturation,1
2782.0,3487.804347826087,2122.521739130435,563.5869565217391,838.9565217391304,1037.3478260869565,1554.0,1.030397779036874,0.53912943,0.2868062256521739,0.46502775021739134,0.6974478592197323,0.6276830652139364,-0.10542802556926285,maturation,1
2840.0,3400.304347826087,2047.4130434782608,577.6304347826087,853.8695652173913,1002.8695652173913,1555.5,0.8166213226256365,0.54186721,0.2951667491304348,0.4856982289130435,0.7284502652207037,0.6468414806651471,-0.08436425261058987,maturation,1
2742.8260869565215,3458.6521739130435,2111.8695652173915,581.3913043478261,858.1086956521739,1107.891304347826,1551.2826086956522,0.9082606563227731,0.5253318417391304,0.282223765,0.4331218658695652,0.6495960050438562,0.5969592648943055,-0.10760758213032125,uncertain_vegetative,0
2414.8695652173915,1248.5,539.5652173913044,205.7173913043478,352.4782608695652,203.54347826086956,614.4347826086956,2.71926635733478,0.7544658754347826,0.6003776639130435,0.8549044236956521,1.2821051475990948,0.9200400726298016,0.3194305953889911,reproductive,1
2925.304347826087,3600.608695652174,2206.891304347826,592.5,872.7826086956521,1081.804347826087,1634.7608695652175,1.0235388278522395,0.5437037530434783,0.2877342067391304,0.4703447639130435,0.7054262879125703,0.6307367978345946,-0.09551113366239307,maturation,1
2581.1739130434785,3006.5,1806.3260869565217,521.7608695652174,765.6086956521739,913.6739130434783,1337.391304347826,0.5954241997511805,0.5449306606521739,0.3201015489130435,0.4826536626086957,0.7238749403770725,0.6456770294955139,-0.07143286744269801,uncertain_vegetative,0
2898.521739130435,3525.3260869565215,2163.717391304348,621.7608695652174,910.1304347826087,1101.0869565217392,1636.608695652174,0.8011222366638769,0.5264662554347826,0.28251269173913046,0.4588681367391304,0.6882134083281829,0.6209818091845927,-0.09114479437683655,maturation,1
2902.521739130435,3571.804347826087,2196.717391304348,608.5,894.9782608695652,1101.2173913043478,1621.6304347826087,1.0125281715275174,0.5322506919565217,0.28781970717391303,0.45973396326086957,0.689512077226559,0.6218495747556932,-0.09665810004546403,maturation,1
2378.8260869565215,1282.6304347826087,551.304347826087,204.1304347826087,344.45652173913044,208.04347826086956,619.1521739130435,2.6603109230347415,0.754523412826087,0.5924633291304348,0.8477582160869565,1.2713866440632802,0.9161423969970537,0.30074029776897876,reproductive,1
2494.304347826087,2823.8478260869565,1661.304347826087,509.3478260869565,745.3695652173913,891.3695652173913,1297.2391304347825,1.1195369190128708,0.5426994493478261,0.3185118065217391,0.4793371117391304,0.7188970772782755,0.6434131156788384,-0.05782925514378968,uncertain_vegetative,0
2377.8260869565215,2674.2608695652175,1564.2826086956522,478.8695652173913,698.6304347826087,831.4565217391304,1234.391304347826,1.1937241595388313,0.5492474145652174,0.31990008,0.4877848608695652,0.7315606155390314,0.6515299253986917,-0.05520432983801671,uncertain_vegetative,0
2803.391304347826,3316.913043478261,2011.3695652173913,588.695652173913,857.0217391304348,1034.5217391304348,1530.3695652173913,1.8544828190412384,0.5344509341304348,0.2970629245652174,0.46862288282608694,0.7028404216635593,0.6307776326588204,-0.07824719599476332,maturation,1
