system:index,B11,B12,B2,B3,B4,B5,B8,EVI,GNDVI,NDRE,NDVI,SAVI,date,.geo
20221031T140711_20221031T141406_T20HMH_228_0,2870,2158,1112,1348,1742,1981,2360,0.3454057679409792,0.2729234,0.08730707,0.15065822,0.2259597806215722,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.57593982037093,-33.95526266375664]}"
20221031T140711_20221031T141406_T20HMH_241_0,3384,2614,792,1046,1260,1632,2754,0.8537142857142856,0.44947368,0.25581396,0.3721973,0.5582264291941711,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.91100722490863,-34.137766488342365]}"
20221031T140711_20221031T141406_T20HMH_252_0,4324,3419,1084,1408,1922,2201,2718,0.3251102760986767,0.31749877,0.105102666,0.17155172,0.257299859928887,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.391149878495085,-33.96915614976554]}"
20221031T140711_20221031T141406_T20HMH_257_0,3165,2272,842,1126,1456,1669,2932,0.6892043332088159,0.4450468,0.27450556,0.33637193,0.5045003987695112,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.89475913424083,-33.768967426435154]}"
20221031T140711_20221031T141406_T20HMH_263_0,4017,3288,1086,1308,1710,1958,2468,0.41339441535776617,0.30720338,0.1152282,0.18142653,0.2721072155079574,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.90551070571012,-34.10628699162645]}"
20221031T140711_20221031T141406_T20HMH_275_0,2840,2438,1030,1274,1550,1891,2750,0.6934812760055478,0.3667992,0.18508942,0.27906978,0.41855598186257414,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.90838799368446,-33.54511633464356]}"
20221031T140711_20221031T141406_T20HMH_330_0,4144,3281,1174,1550,2156,2418,3020,0.30201342281879195,0.32166302,0.11070246,0.16692427,0.25036221385105767,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.346308263501015,-33.69429802047301]}"
20221031T140711_20221031T141406_T20HMH_388_0,4223,3404,1124,1458,2046,2261,2916,0.3216028389767855,0.33333334,0.12652116,0.17533253,0.26297229219143575,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.32326701480854,-33.47635983313332]}"
20221031T140711_20221031T141406_T20HMH_393_0,3627,3187,920,1142,1546,1754,2236,0.3739432039887275,0.32386026,0.12080201,0.18244316,0.2736285525446133,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.74686502233544,-33.84765216111969]}"
20221031T140711_20221031T141406_T20HMH_469_0,4233,3468,1034,1364,1912,2161,2732,0.3178294573643411,0.33398438,0.11669733,0.17657192,0.26482936806975993,1.667226132181E12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.94109082259178,-33.8762644096535]}"
